1042 64 1112
1043 64 1119
1044 54 1117
1045 50 1118
1046 46 1115
1047 51 1116
1048 46 1110
1049 41 1100
1050 61 1109
1051 56 1112
1052 45 1101
1053 65 1103
1054 54 1098
1055 51 1102
1056 57 1116
1057 37 1102
1058 54 1100
1059 41 1088
1060 41 1079
1061 51 1081
1062 42 1066
1063 51 1054
1064 48 1038
1065 47 1031
1066 49 1029
1067 58 1040
1068 64 1053
1069 56 1065
1070 58 1082
1071 71 1092
1072 58 1092
1073 73 1119
1074 62 1117
1075 74 1137
1076 51 1136
1077 54 1131
1078 59 1153
1079 72 1170
1080 44 1170
1081 56 1185
1082 53 1185
1083 52 1194
1084 53 1195
1085 52 1197
1086 65 1213
1087 69 1233
1088 58 1233
1089 43 1210
1090 47 1201
1091 64 1207
1092 55 1187
1093 47 1179
1094 47 1153
1095 58 1149
1096 47 1122
1097 52 1123
1098 51 1123
1099 52 1114
1100 58 1098
1101 64 1119
1102 74 1136
1103 55 1137
1104 68 1154
1105 56 1158
1106 48 1155
1107 54 1144
1108 54 1130
1109 64 1135
1110 53 1146
1111 73 1173
1112 63 1170
1113 55 1172
1114 59 1183
1115 62 1199
1116 54 1197
1117 57 1207
1118 59 1213
1119 54 1214
1120 54 1218
1121 66 1224
1122 53 1210
1123 65 1200
1124 53 1199
1125 57 1188
1126 55 1187
1127 55 1193
1128 58 1195
1129 64 1205
1130 54 1193
1131 66 1203
1132 55 1186
1133 53 1173
1134 50 1165
1135 64 1170
1136 60 1168
1137 63 1177
1138 65 1184
1139 56 1179
1140 70 1195
1141 69 1209
1142 59 1207
1143 62 1215
1144 62 1214
1145 62 1224
1146 62 1228
1147 67 1239
1148 80 1260
1149 65 1267
1150 47 1250
1151 60 1257
1152 79 1271
1153 50 1264
1154 64 1275
1155 62 1287
1156 61 1282
1157 71 1288
1158 72 1297
1159 66 1299
1160 52 1295
1161 72 1299
1162 51 1281
1163 73 1294
1164 62 1294
1165 62 1291
1166 62 1291
1167 63 1294
1168 73 1299
1169 56 1279
1170 71 1286
1171 67 1305
1172 63 1308
1173 69 1297
1174 84 1332
1175 75 1341
1176 70 1348
1177 63 1352
1178 58 1343
1179 62 1327
1180 63 1323
1181 61 1328
1182 72 1328
1183 68 1341
1184 60 1324
1185 62 1325
1186 59 1323
1187 62 1320
1188 68 1326
1189 80 1330
1190 57 1332
1191 71 1333
1192 75 1342
1193 57 1334
1194 73 1338
1195 54 1309
1196 66 1301
1197 66 1294
1198 70 1295
1199 71 1306
1200 76 1321
1201 69 1326
1202 74 1339
1203 66 1336
1204 79 1345
1205 73 1359
1206 65 1363
1207 61 1367
1208 54 1360
1209 73 1362
1210 62 1344
1211 78 1366
1212 53 1347
1213 69 1339
1214 65 1348
1215 74 1349
1216 71 1368
1217 62 1364
1218 59 1366
1219 66 1363
1220 66 1358
1221 75 1359
1222 66 1355
1223 47 1328
1224 58 1318
1225 68 1309
1226 55 1294
1227 74 1302
1228 64 1305
1229 62 1311
1230 91 1331
1231 79 1351
1232 67 1337
1233 70 1353
1234 90 1373
1235 69 1375
1236 77 1373
1237 65 1363
1238 73 1374
1239 67 1379
1240 66 1381
1241 60 1374
1242 77 1374
1243 87 1393
1244 55 1400
1245 70 1414
1246 80 1424
1247 70 1438
1248 69 1435
1249 76 1447
1250 71 1452
1251 63 1423
1252 77 1420
1253 87 1440
1254 75 1444
1255 74 1430
1256 73 1434
1257 67 1430
1258 66 1434
1259 91 1447
1260 71 1450
1261 65 1449
1262 67 1452
1263 69 1446
1264 63 1426
1265 87 1454
1266 66 1449
1267 83 1456
1268 69 1452
1269 77 1459
1270 80 1466
1271 78 1476
1272 64 1478
1273 62 1462
1274 65 1442
1275 76 1440
1276 71 1435
1277 82 1441
1278 74 1445
1279 73 1454
1280 76 1438
1281 79 1439
1282 48 1423
1283 57 1420
1284 75 1424
1285 86 1447
1286 75 1437
1287 70 1441
1288 74 1431
1289 76 1439
1290 72 1434
1291 76 1425
1292 92 1437
1293 75 1445
1294 84 1465
1295 66 1463
1296 82 1468
1297 65 1466
1298 81 1467
1299 89 1483
1300 74 1482
1301 83 1487
