1042 22 12 10 2 2 3 5 3 1
1043 30 12 18 5 3 4 5 0 1
1044 24 14 10 5 1 3 4 0 0
1045 32 16 16 5 6 2 2 1 2
1046 36 10 26 1 4 0 4 2 1
1047 29 18 11 1 1 1 7 1 0
1048 25 12 13 1 5 2 3 0 1
1049 32 15 17 2 4 4 3 0 0
1050 27 16 11 5 3 3 3 1 0
1051 35 16 19 4 1 4 4 1 4
1052 28 11 17 5 4 5 4 0 1
1053 30 19 11 1 6 7 2 1 0
1054 36 19 17 1 2 7 2 0 1
1055 25 16 9 3 5 4 4 1 1
1056 36 15 21 4 2 6 5 0 1
1057 35 16 19 2 2 2 5 0 0
1058 35 21 14 3 5 6 1 1 0
1059 33 15 18 4 1 2 2 0 3
1060 36 18 18 6 3 8 2 1 0
1061 26 12 14 5 1 4 5 0 1
1062 33 12 21 0 0 2 4 0 1
1063 26 14 12 3 5 1 5 0 1
1064 39 18 21 4 2 5 4 1 0
1065 29 11 18 1 5 6 5 0 1
1066 32 18 14 1 5 9 5 0 2
1067 27 11 16 2 3 4 5 1 1
1068 39 15 24 1 5 2 3 0 1
1069 36 20 16 6 2 0 5 0 0
1070 32 14 18 1 5 6 2 0 0
1071 28 9 19 1 3 4 1 0 0
1072 32 20 12 1 1 2 1 1 0
1073 32 12 20 4 4 5 3 0 1
1074 19 10 9 1 2 3 1 0 1
1075 32 16 16 6 5 1 4 0 2
1076 30 16 14 4 2 2 3 0 0
1077 37 22 15 3 2 9 7 4 0
1078 26 12 14 2 3 5 0 1 0
1079 46 24 22 2 5 4 5 1 1
1080 26 11 15 1 2 7 4 1 0
1081 38 26 12 3 4 2 4 1 0
1082 35 20 15 4 4 3 9 1 1
1083 32 19 13 2 5 6 4 1 0
1084 35 12 23 1 4 3 4 2 2
1085 34 18 16 6 5 2 3 0 0
1086 33 12 21 7 4 7 7 0 1
1087 26 13 13 4 3 4 3 1 0
1088 38 17 21 7 3 2 1 0 0
1089 39 19 20 3 2 3 3 1 0
1090 43 21 22 3 2 2 6 0 0
1091 34 18 16 3 6 6 4 0 1
1092 35 14 21 4 4 3 5 1 1
1093 38 17 21 1 3 4 3 0 1
1094 33 15 18 2 4 1 6 1 0
1095 47 23 24 3 9 7 5 0 1
1096 45 23 22 2 1 2 5 0 1
1097 33 13 20 4 2 4 5 0 0
1098 40 21 19 4 2 5 3 2 0
1099 38 19 19 2 3 2 8 0 0
1100 31 13 18 2 1 6 2 1 0
1101 37 16 21 3 2 2 7 0 2
1102 37 16 21 2 3 5 6 1 1
1103 41 18 23 2 1 5 4 0 0
1104 30 15 15 1 6 2 2 1 0
1105 28 14 14 2 3 4 4 1 0
1106 32 15 17 1 1 9 3 1 0
1107 35 14 21 6 2 4 9 0 0
1108 39 16 23 5 4 4 1 2 0
1109 27 17 10 5 2 3 6 0 0
1110 35 20 15 3 4 4 0 2 3
1111 34 18 16 3 4 5 2 1 0
1112 34 15 19 5 2 6 3 0 0
1113 36 16 20 4 2 4 8 1 0
1114 46 19 27 4 3 6 8 0 1
1115 40 22 18 1 2 8 4 0 0
1116 41 22 19 8 1 1 6 0 0
1117 38 23 15 5 3 1 2 0 0
1118 39 21 18 2 6 1 6 2 0
1119 28 14 14 2 4 3 4 1 0
1120 47 21 26 3 5 3 7 0 0
1121 35 14 21 3 4 3 8 0 0
1122 29 16 13 2 2 4 4 0 1
1123 26 6 20 7 1 3 2 1 1
1124 28 15 13 3 1 3 4 0 1
1125 27 13 14 5 3 3 4 0 0
1126 32 14 18 4 1 3 4 1 0
1127 38 17 21 2 1 0 4 0 1
1128 28 15 13 5 6 1 4 0 1
1129 35 19 16 1 3 2 4 0 0
1130 38 20 18 7 5 3 3 0 1
1131 26 18 8 0 0 2 7 0 1
1132 35 16 19 3 2 3 2 2 0
1133 29 17 12 5 5 4 2 0 3
1134 24 12 12 2 3 6 3 0 0
1135 35 17 18 5 3 5 5 0 0
1136 35 12 23 0 4 4 4 0 0
1137 30 13 17 2 4 5 2 1 0
1138 31 17 14 3 2 8 4 0 1
1139 28 14 14 1 5 5 5 2 0
1140 34 14 20 5 3 6 3 0 0
1141 36 19 17 3 3 3 4 2 0
1142 42 26 16 5 9 6 8 1 0
1143 36 20 16 2 4 6 7 0 0
1144 36 20 16 4 5 4 3 1 0
1145 27 7 20 6 5 2 4 1 0
1146 35 18 17 2 6 7 1 0 2
1147 32 14 18 4 1 1 7 1 0
1148 33 18 15 0 7 5 3 0 1
1149 40 17 23 0 2 6 2 1 0
1150 39 23 16 4 3 1 1 0 1
1151 42 17 25 3 2 6 3 0 0
1152 36 16 20 4 3 3 4 1 1
1153 42 21 21 3 5 3 5 0 0
1154 36 19 17 3 5 6 5 1 0
1155 37 14 23 5 8 6 4 0 1
1156 37 18 19 3 4 6 8 0 2
1157 36 17 19 4 3 5 3 1 0
1158 45 26 19 6 1 4 5 1 0
1159 31 19 12 5 6 1 7 0 1
1160 49 30 19 5 6 5 3 0 1
1161 38 16 22 3 7 6 2 0 0
1162 32 13 19 3 8 1 4 0 1
1163 45 23 22 2 5 1 4 1 0
1164 27 17 10 4 3 4 5 0 1
1165 39 19 20 3 2 4 6 1 1
1166 32 13 19 4 4 5 10 0 0
1167 46 17 29 4 3 3 4 1 1
1168 45 20 25 3 3 6 4 0 0
1169 40 16 24 3 3 3 1 0 1
1170 32 9 23 3 1 2 2 1 0
1171 28 15 13 6 1 3 3 0 0
1172 44 22 22 2 7 6 5 0 0
1173 45 24 21 4 4 5 4 2 0
1174 33 13 20 2 2 4 2 1 0
1175 33 17 16 1 1 4 6 0 0
1176 43 25 18 6 4 4 3 1 0
1177 27 11 16 7 4 5 1 0 0
1178 34 18 16 4 1 3 2 0 0
1179 25 14 11 5 5 3 5 1 1
1180 42 25 17 5 2 8 7 0 0
1181 48 24 24 3 4 7 7 0 0
1182 38 17 21 2 3 4 3 2 0
1183 39 17 22 4 3 3 2 0 0
1184 35 18 17 1 2 7 8 0 0
1185 40 18 22 3 4 6 3 0 1
1186 39 19 20 2 1 3 2 0 0
1187 40 19 21 1 4 3 12 0 0
1188 28 11 17 6 8 6 5 0 0
1189 38 22 16 7 4 6 5 0 0
1190 36 16 20 4 2 1 2 0 1
1191 44 23 21 0 0 2 2 1 0
1192 35 17 18 1 6 1 2 1 0
1193 32 19 13 6 5 4 8 0 0
1194 40 13 27 4 8 6 6 0 0
1195 35 23 12 6 3 6 5 0 0
1196 34 12 22 3 2 1 5 0 0
1197 42 25 17 4 1 4 4 2 0
1198 33 17 16 1 6 5 2 0 0
1199 44 23 21 4 5 3 9 0 2
1200 35 19 16 4 0 1 5 1 0
