1042 54 1102
1043 51 1096
1044 45 1085
1045 67 1102
1046 44 1096
1047 49 1095
1048 49 1091
1049 46 1087
1050 54 1085
1051 57 1090
1052 58 1093
1053 55 1083
1054 47 1070
1055 57 1081
1056 53 1091
1057 64 1105
1058 50 1099
1059 61 1107
1060 54 1109
1061 58 1118
1062 54 1117
1063 49 1113
1064 42 1104
1065 56 1114
1066 57 1105
1067 53 1114
1068 63 1129
1069 51 1131
1070 51 1137
1071 54 1141
1072 52 1135
1073 68 1145
1074 47 1138
1075 49 1141
1076 43 1126
1077 57 1130
1078 59 1124
1079 70 1144
1080 81 1162
1081 67 1174
1082 60 1173
1083 57 1175
1084 58 1181
1085 57 1197
1086 55 1195
1087 68 1204
1088 62 1212
1089 52 1200
1090 57 1202
1091 54 1202
1092 53 1200
1093 52 1200
1094 60 1192
1095 66 1207
1096 53 1211
1097 73 1241
1098 45 1228
1099 53 1222
1100 63 1214
1101 66 1199
1102 72 1207
1103 55 1200
1104 58 1202
1105 56 1200
1106 57 1198
1107 47 1189
1108 62 1184
1109 53 1176
1110 71 1192
1111 45 1184
1112 65 1195
1113 65 1207
1114 65 1219
1115 51 1210
1116 74 1220
1117 56 1222
1118 55 1205
1119 59 1220
1120 43 1211
1121 44 1192
1122 61 1189
1123 58 1173
1124 60 1179
1125 59 1179
1126 58 1183
1127 57 1186
1128 63 1203
1129 64 1202
1130 49 1197
1131 54 1180
1132 56 1186
1133 55 1175
1134 57 1167
1135 58 1161
1136 66 1174
1137 65 1160
1138 68 1173
1139 64 1182
1140 68 1190
1141 71 1216
1142 72 1246
1143 65 1250
1144 56 1248
1145 66 1254
1146 62 1259
1147 58 1258
1148 60 1260
1149 63 1259
1150 65 1261
1151 56 1266
1152 67 1280
1153 62 1286
1154 55 1286
1155 68 1298
1156 63 1302
1157 63 1298
1158 62 1299
1159 59 1289
1160 75 1299
1161 56 1287
1162 56 1272
1163 61 1262
1164 66 1260
1165 53 1256
1166 68 1256
1167 52 1244
1168 66 1250
1169 56 1243
1170 71 1251
1171 72 1257
1172 60 1262
1173 67 1264
1174 67 1270
1175 65 1282
1176 67 1282
1177 69 1284
1178 62 1285
1179 62 1280
1180 53 1274
1181 51 1252
1182 82 1276
1183 60 1281
1184 62 1281
1185 77 1294
1186 68 1307
1187 65 1298
1188 67 1313
1189 70 1314
1190 78 1333
1191 60 1322
1192 70 1319
1193 72 1332
1194 58 1322
1195 64 1316
1196 67 1316
1197 65 1315
1042 52 1100
1042 55 1102
1042 47 1095
1042 51 1098
1042 49 1097
1043 64 1103
1044 60 1107
1045 58 1115
1046 42 1109
1047 61 1119
1048 64 1129
1049 59 1137
1050 48 1133
1051 51 1132
1052 67 1144
1053 54 1134
1054 55 1130
1055 56 1136
1056 66 1157
1057 58 1165
1058 55 1165
1059 53 1165
1060 59 1174
1061 47 1171
1062 49 1163
1063 52 1167
1064 70 1173
1065 60 1171
1066 58 1172
1067 58 1188
1068 52 1180
1069 55 1172
1070 55 1167
1071 49 1168
1072 65 1181
1073 48 1161
1074 59 1167
1075 51 1161
1076 46 1153
1077 43 1129
1078 64 1135
1079 60 1140
1080 52 1137
1081 60 1136
1082 49 1137
1083 56 1142
1084 67 1155
1085 59 1143
1086 54 1140
1087 60 1139
1088 48 1129
1089 66 1141
1090 65 1150
1091 60 1153
1092 58 1161
1093 62 1157
1094 54 1163
1095 49 1153
1096 68 1171
1097 70 1193
1098 55 1205
1099 52 1193
1100 63 1194
1101 50 1192
1102 44 1177
1103 47 1172
1104 58 1175
1105 67 1172
1106 57 1168
1107 56 1171
1108 65 1178
1109 63 1194
1110 59 1190
1111 57 1185
1112 68 1194
1113 53 1190
1114 67 1195
1115 53 1194
1116 61 1201
1117 54 1187
1118 65 1183
1119 48 1174
1120 51 1172
1121 67 1175
1122 70 1193
1123 68 1218
1124 65 1238
1125 56 1237
1126 58 1231
1127 47 1223
1128 62 1226
1129 62 1222
1130 73 1229
1131 63 1230
1132 43 1216
1133 56 1204
1134 52 1195
1135 56 1186
1136 65 1196
1137 67 1206
1138 67 1219
1139 71 1224
1140 67 1246
1141 51 1244
1142 58 1237
1143 60 1230
1144 60 1222
1145 69 1225
1146 53 1221
1147 59 1222
1148 56 1231
1149 63 1232
1150 60 1229
1151 59 1219
1152 68 1225
1153 58 1237
1154 57 1238
1155 47 1238
1156 59 1237
1157 60 1228
1158 51 1209
1159 89 1233
1160 54 1219
1161 69 1220
1162 58 1227
1163 63 1231
1164 48 1217
1165 47 1205
1166 61 1195
1167 74 1212
1168 62 1214
1169 82 1234
1042 60 1107
1043 57 1107
1044 64 1115
1045 61 1127
1046 54 1132
1047 47 1129
1048 61 1137
1049 47 1133
1050 41 1122
1051 58 1127
1052 48 1118
1053 54 1109
1054 67 1115
1055 51 1118
1056 59 1134
1057 57 1138
1058 57 1141
1059 65 1154
1060 50 1155
1061 47 1152
1062 46 1141
1063 56 1136
1064 58 1136
1065 54 1126
1066 64 1128
1067 52 1126
1068 50 1129
1069 53 1120
1070 43 1114
1071 48 1120
1072 48 1110
1073 64 1128
1074 44 1118
1075 70 1122
1076 57 1127
1077 65 1132
1078 48 1123
1079 59 1125
1080 41 1099
1081 51 1101
1082 50 1104
1083 47 1105
1084 61 1111
1085 54 1106
1086 55 1106
1087 63 1104
1088 64 1116
1089 67 1131
1090 65 1144
1091 48 1148
1092 57 1156
1093 63 1170
1094 42 1148
1095 49 1153
1096 64 1145
1097 49 1138
1098 59 1132
1099 62 1146
1100 45 1132
1101 54 1145
1102 52 1145
1103 53 1148
1104 64 1164
1105 60 1163
1106 58 1167
1107 57 1166
1108 58 1161
1109 71 1167
1110 65 1164
1111 69 1169
1112 54 1178
1113 55 1177
1114 52 1163
1115 63 1185
1116 56 1192
1117 65 1191
1118 60 1202
1119 72 1213
1120 64 1215
1121 59 1227
1122 64 1239
1123 64 1252
1124 51 1250
1125 70 1255
1126 57 1252
1127 63 1257
1128 56 1259
1129 63 1264
1130 55 1249
1131 67 1254
1132 67 1252
1133 52 1250
1134 60 1255
1135 52 1259
1136 61 1258
1137 62 1262
1138 55 1253
1139 49 1240
1140 49 1218
1141 68 1221
1142 57 1220
1143 62 1214
1144 61 1210
1145 64 1222
1146 61 1209
1147 59 1212
1148 51 1200
1149 69 1208
1150 64 1209
1151 67 1220
1152 72 1223
1153 53 1206
1154 71 1224
1042 51 1099
1043 56 1097
1044 38 1078
1045 48 1077
