1042 40 20 20 2 2 5 2 3 1
1043 33 12 21 5 3 4 3 0 1
1044 31 17 14 5 1 3 5 0 0
1045 33 16 17 5 6 3 6 1 3
1046 30 15 15 1 4 2 7 2 1
1047 26 12 14 1 1 3 5 1 0
1048 23 16 7 1 5 3 3 0 1
1049 31 21 10 2 4 3 8 0 0
1050 31 11 20 5 2 6 0 1 0
1051 25 12 13 3 1 1 4 1 4
1052 31 15 16 5 4 2 6 0 1
1053 40 17 23 1 6 5 1 2 0
1054 38 26 12 1 2 8 3 0 1
1055 34 19 15 3 5 4 1 1 1
1056 25 10 15 4 2 3 2 0 0
1057 26 12 14 2 2 0 5 0 0
1058 28 15 13 3 5 6 4 1 0
1059 30 13 17 4 1 2 6 0 4
1060 27 16 11 6 3 6 3 1 1
1061 34 12 22 5 1 5 5 0 1
1062 36 13 23 0 0 2 3 1 1
1063 34 16 18 3 5 2 4 0 0
1064 37 15 22 3 2 4 4 1 0
1065 32 15 17 1 5 4 2 0 1
1066 22 10 12 1 5 5 2 0 2
1067 37 17 20 2 3 3 1 1 1
1068 32 18 14 1 5 2 3 0 1
1069 28 11 17 5 2 5 5 0 0
