1042 31 15 16 2 2 1 2 3 1
1042 27 12 15 2 2 4 6 3 1
1043 30 17 13 5 3 7 1 0 1
1044 33 21 12 5 1 1 4 0 0
1045 31 12 19 5 6 2 3 1 3
1046 32 16 16 1 4 3 3 2 1
1047 33 18 15 1 1 8 3 1 0
1048 34 17 17 1 5 4 6 0 1
1049 30 14 16 2 4 6 2 0 0
1050 27 18 9 5 3 2 3 1 0
1051 25 12 13 4 1 0 2 1 3
1052 41 18 23 5 4 3 3 0 1
1053 43 20 23 1 6 0 3 2 0
1054 42 21 21 1 2 1 2 0 1
1055 41 21 20 3 5 2 4 1 1
1056 39 16 23 4 2 7 2 0 1
1057 22 10 12 2 2 3 5 0 0
1058 23 13 10 3 5 1 5 1 0
1059 36 22 14 4 1 4 2 0 3
1060 33 15 18 6 3 8 2 1 1
1061 27 14 13 5 1 5 6 0 1
1062 28 17 11 0 0 3 6 0 1
1063 36 18 18 3 5 3 3 0 1
1064 32 16 16 4 2 6 5 1 0
1065 24 10 14 1 5 9 1 0 1
1066 34 17 17 1 4 3 1 0 1
1067 27 16 11 2 3 5 8 1 0
1068 23 11 12 1 5 5 2 0 1
1069 25 9 16 5 2 8 2 0 0
1070 47 17 30 1 5 4 4 0 0
1071 29 14 15 1 3 3 5 1 0
1072 28 16 12 1 1 0 1 1 0
1073 35 18 17 4 4 3 1 0 0
1074 29 17 12 1 2 2 2 0 1
1075 26 15 11 8 5 3 3 1 2
1076 29 15 14 5 2 4 2 0 1
1077 31 16 15 2 2 4 4 2 0
1078 32 17 15 2 3 7 4 1 0
1079 43 26 17 2 4 4 4 1 2
1080 38 20 18 1 1 3 9 0 1
1081 34 13 21 3 4 6 2 1 0
1082 39 20 19 4 4 3 3 1 1
1083 42 22 20 2 5 6 2 1 0
1084 37 24 13 1 4 2 4 1 0
1085 32 12 20 6 5 9 3 0 0
1086 34 15 19 8 4 2 1 0 0
1087 38 22 16 4 3 4 5 2 0
1088 36 20 16 7 3 8 9 0 0
1089 28 10 18 3 2 6 3 2 0
1090 29 16 13 3 3 4 3 0 0
1091 27 11 16 3 6 6 3 1 1
1092 29 18 11 4 4 3 5 1 1
1093 35 17 18 1 3 3 5 0 1
1094 41 24 17 2 4 6 3 0 0
1095 29 15 14 3 9 3 2 1 2
1096 33 20 13 2 1 5 1 1 1
1097 37 16 21 5 3 3 6 1 0
1098 23 12 11 4 2 5 5 3 0
1099 31 13 18 2 3 6 5 0 0
1100 33 20 13 2 1 3 3 0 0
1101 32 15 17 3 2 3 5 0 0
1102 36 20 16 2 3 7 4 2 1
1103 38 19 19 2 2 1 8 1 0
1104 27 13 14 1 7 5 4 1 0
1105 26 11 15 1 3 4 5 2 0
1106 29 16 13 1 1 5 5 0 0
1107 40 18 22 6 3 3 4 0 0
1108 45 19 26 5 4 1 6 3 0
1109 34 13 21 5 2 5 3 0 0
1110 25 18 7 4 3 2 4 1 2
1111 27 15 12 3 4 3 1 0 0
1112 36 24 12 5 2 1 3 0 0
1113 33 14 19 4 2 4 4 1 0
1114 39 22 17 5 3 2 7 0 1
1115 34 11 23 1 2 6 5 0 1
1116 32 19 13 8 2 3 2 0 0
1117 32 15 17 5 3 2 7 1 0
1118 28 16 12 2 5 2 6 1 0
1119 37 18 19 2 4 2 5 0 0
1120 30 13 17 2 5 1 2 0 0
1121 35 18 17 3 4 0 2 0 0
1122 38 24 14 2 2 6 3 0 2
1123 33 16 17 7 1 6 7 0 1
1124 25 9 16 4 1 3 5 0 2
1125 35 18 17 4 3 8 3 0 0
1126 42 20 22 4 1 2 4 1 0
1127 32 17 15 2 1 4 7 0 2
1128 29 14 15 4 4 7 1 2 1
1129 42 25 17 1 3 3 3 0 0
1130 24 13 11 6 4 4 3 1 1
1131 36 14 22 1 0 5 4 0 0
1132 31 14 17 3 3 4 3 1 0
1133 42 20 22 6 6 1 2 0 1
1134 33 14 19 3 4 4 5 0 0
1135 30 19 11 5 2 3 3 0 0
1136 31 14 17 0 4 8 6 1 0
1137 28 16 12 1 4 3 4 2 0
1138 42 22 20 3 2 2 5 0 1
1139 43 23 20 1 3 5 3 2 0
1140 47 20 27 4 3 3 3 1 0
